Tenure,Monthly Charges,Device Protection,Streaming TV,Tech Support,Internet Service,Online Security,Streaming Movies,Online Backup,Payment Method,Churn
63,103.4,Yes,Yes,No,Fiber optic,No,Yes,Yes,Electronic check,Yes
32,54.65,No,No,Yes,DSL,No,No,Yes,Bank transfer (automatic),No
71,85.75,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Credit card (automatic),No
66,67.45,Yes,No,No,DSL,Yes,No,Yes,Bank transfer (automatic),No
63,20.5,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
41,20.25,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
1,72.1,No,No,No,Fiber optic,No,No,No,Electronic check,No
2,90.4,No,Yes,No,Fiber optic,No,Yes,No,Electronic check,Yes
70,19.45,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
23,44.95,No,Yes,No,DSL,No,Yes,No,Electronic check,No
64,97.0,Yes,No,No,Fiber optic,Yes,Yes,Yes,Bank transfer (automatic),No
37,62.8,Yes,No,Yes,DSL,Yes,No,No,Credit card (automatic),No
17,44.6,No,No,No,DSL,No,No,No,Mailed check,No
7,89.15,No,Yes,No,Fiber optic,No,Yes,No,Electronic check,No
4,84.8,Yes,No,No,Fiber optic,No,No,Yes,Bank transfer (automatic),Yes
21,41.9,No,Yes,No,DSL,Yes,No,No,Electronic check,Yes
10,80.25,No,No,No,Fiber optic,No,Yes,No,Bank transfer (automatic),Yes
16,54.1,No,No,No,DSL,Yes,No,No,Electronic check,No
64,105.25,No,Yes,Yes,Fiber optic,No,Yes,Yes,Electronic check,No
27,30.75,No,No,No,DSL,Yes,No,No,Credit card (automatic),Yes
42,97.1,No,Yes,No,Fiber optic,Yes,Yes,No,Electronic check,No
5,20.2,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
41,98.8,No,Yes,Yes,Fiber optic,No,Yes,Yes,Bank transfer (automatic),No
58,50.3,Yes,No,No,DSL,No,No,No,Credit card (automatic),No
47,20.55,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
18,75.9,No,No,Yes,Fiber optic,No,No,No,Bank transfer (automatic),No
5,96.5,Yes,Yes,No,Fiber optic,No,Yes,No,Bank transfer (automatic),Yes
23,59.95,No,No,No,DSL,Yes,Yes,No,Bank transfer (automatic),No
1,19.15,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
71,98.65,Yes,Yes,No,Fiber optic,No,Yes,No,Credit card (automatic),No
72,112.6,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Credit card (automatic),No
33,20.6,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
2,85.65,No,Yes,No,Fiber optic,No,No,No,Electronic check,Yes
24,35.75,No,No,Yes,DSL,Yes,No,No,Mailed check,No
56,99.75,Yes,No,Yes,Fiber optic,No,Yes,Yes,Credit card (automatic),No
37,96.1,No,Yes,No,Fiber optic,No,Yes,Yes,Credit card (automatic),No
43,85.1,Yes,Yes,Yes,DSL,No,Yes,Yes,Credit card (automatic),No
1,25.35,No,No,No,DSL,No,No,No,Mailed check,No
25,104.95,Yes,Yes,Yes,Fiber optic,No,Yes,No,Bank transfer (automatic),Yes
61,89.65,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Electronic check,No
17,86.75,Yes,No,Yes,Fiber optic,No,No,No,Electronic check,No
41,86.2,Yes,No,Yes,Fiber optic,No,No,Yes,Bank transfer (automatic),No
1,50.65,No,No,No,DSL,No,No,Yes,Mailed check,Yes
72,64.8,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Bank transfer (automatic),No
1,90.85,No,No,No,Fiber optic,No,Yes,Yes,Credit card (automatic),Yes
48,108.1,Yes,Yes,No,Fiber optic,No,Yes,Yes,Bank transfer (automatic),No
11,19.95,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,Yes
55,85.45,Yes,No,No,Fiber optic,No,No,Yes,Electronic check,Yes
42,54.75,Yes,No,Yes,DSL,Yes,Yes,Yes,Electronic check,No
44,90.4,Yes,No,No,Fiber optic,No,Yes,No,Mailed check,No
1,44.0,No,No,No,DSL,No,No,No,Electronic check,No
27,95.6,No,Yes,No,Fiber optic,No,Yes,No,Bank transfer (automatic),No
27,84.8,Yes,Yes,Yes,DSL,No,Yes,Yes,Bank transfer (automatic),No
2,44.3,No,No,No,DSL,No,No,No,Electronic check,No
19,19.9,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
42,95.05,No,Yes,No,Fiber optic,No,Yes,No,Electronic check,No
66,90.05,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Credit card (automatic),No
33,109.9,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Bank transfer (automatic),No
34,73.95,No,No,No,Fiber optic,No,No,Yes,Credit card (automatic),Yes
33,54.6,Yes,Yes,Yes,DSL,No,Yes,No,Electronic check,No
23,20.05,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
32,19.75,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
11,20.05,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
69,99.45,Yes,Yes,No,Fiber optic,No,Yes,No,Credit card (automatic),Yes
68,55.9,No,No,Yes,DSL,Yes,No,No,Bank transfer (automatic),No
20,19.7,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
72,19.8,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
60,95.4,Yes,Yes,No,Fiber optic,Yes,No,No,Bank transfer (automatic),No
32,93.95,No,Yes,No,Fiber optic,No,Yes,Yes,Mailed check,No
1,19.9,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,Yes
1,19.6,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,Yes
3,81.35,No,No,No,Fiber optic,No,No,Yes,Electronic check,Yes
46,24.45,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
29,74.95,No,No,No,Fiber optic,No,No,No,Electronic check,No
51,87.35,Yes,No,Yes,Fiber optic,No,No,Yes,Electronic check,No
48,70.65,No,No,No,Fiber optic,No,No,No,Bank transfer (automatic),No
16,73.25,No,No,No,Fiber optic,No,No,Yes,Bank transfer (automatic),No
70,98.7,Yes,No,Yes,Fiber optic,No,Yes,Yes,Bank transfer (automatic),No
40,24.8,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
22,83.3,No,No,No,Fiber optic,No,Yes,Yes,Electronic check,Yes
1,75.3,Yes,No,No,Fiber optic,No,No,No,Bank transfer (automatic),Yes
5,24.3,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
7,69.85,No,No,No,Fiber optic,No,No,No,Bank transfer (automatic),No
29,100.55,Yes,No,Yes,Fiber optic,No,Yes,Yes,Credit card (automatic),No
44,25.7,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
10,40.7,Yes,No,No,DSL,Yes,No,Yes,Bank transfer (automatic),No
55,51.65,No,No,No,DSL,No,No,No,Bank transfer (automatic),No
52,105.1,Yes,Yes,No,Fiber optic,No,Yes,Yes,Bank transfer (automatic),No
10,85.95,No,No,No,Fiber optic,No,Yes,No,Electronic check,No
18,75.6,No,No,No,Fiber optic,No,No,No,Bank transfer (automatic),No
68,58.25,No,No,Yes,DSL,Yes,No,No,Bank transfer (automatic),No
61,19.4,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,Yes
72,65.2,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Credit card (automatic),No
2,53.45,Yes,No,No,DSL,Yes,No,No,Electronic check,No
12,45.4,No,No,No,DSL,No,No,No,Bank transfer (automatic),Yes
41,19.75,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Electronic check,No
26,44.45,Yes,Yes,Yes,DSL,No,No,No,Credit card (automatic),No
36,20.85,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
72,114.05,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Credit card (automatic),No
35,89.85,No,No,Yes,Fiber optic,No,Yes,No,Bank transfer (automatic),No
1,55.05,Yes,No,Yes,DSL,No,No,No,Mailed check,No
16,112.95,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Electronic check,No
49,101.55,No,Yes,No,Fiber optic,Yes,Yes,No,Credit card (automatic),No
54,114.65,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Mailed check,No
18,64.8,No,No,No,DSL,Yes,Yes,No,Electronic check,No
36,80.4,No,No,No,Fiber optic,No,Yes,No,Electronic check,No
60,105.9,Yes,Yes,No,Fiber optic,No,Yes,Yes,Electronic check,Yes
1,69.55,No,No,No,Fiber optic,No,No,No,Mailed check,Yes
52,25.05,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
8,94.75,Yes,Yes,No,Fiber optic,No,Yes,No,Electronic check,No
72,105.5,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Bank transfer (automatic),No
64,24.7,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
22,69.75,Yes,No,Yes,DSL,Yes,Yes,No,Mailed check,No
60,60.2,Yes,Yes,Yes,DSL,No,Yes,Yes,Bank transfer (automatic),No
28,81.05,No,No,No,Fiber optic,No,Yes,No,Electronic check,Yes
61,24.4,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
24,104.15,Yes,Yes,No,Fiber optic,No,Yes,Yes,Electronic check,No
28,92.9,Yes,Yes,Yes,Fiber optic,No,No,Yes,Bank transfer (automatic),No
30,80.8,Yes,Yes,Yes,DSL,No,Yes,Yes,Bank transfer (automatic),No
2,20.0,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
1,75.1,No,No,No,Fiber optic,No,No,No,Electronic check,No
6,19.65,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
24,69.45,No,Yes,No,DSL,No,Yes,Yes,Bank transfer (automatic),No
4,101.15,Yes,Yes,No,Fiber optic,No,Yes,No,Electronic check,Yes
7,99.8,No,Yes,No,Fiber optic,No,Yes,Yes,Electronic check,Yes
72,116.05,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Bank transfer (automatic),No
70,40.05,No,No,Yes,DSL,No,Yes,No,Mailed check,No
64,102.1,Yes,Yes,Yes,Fiber optic,No,Yes,No,Electronic check,No
72,89.7,No,Yes,No,Fiber optic,No,No,Yes,Electronic check,No
44,19.9,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
13,55.95,No,No,No,DSL,No,Yes,No,Electronic check,Yes
17,20.65,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
1,55.0,No,No,No,DSL,No,Yes,No,Electronic check,Yes
9,70.05,Yes,Yes,No,DSL,No,Yes,No,Mailed check,No
24,53.6,No,No,Yes,DSL,Yes,No,No,Mailed check,No
1,74.7,No,No,No,Fiber optic,No,No,Yes,Electronic check,Yes
24,80.25,No,No,No,Fiber optic,No,No,Yes,Electronic check,Yes
35,76.05,No,Yes,Yes,DSL,No,Yes,Yes,Electronic check,No
7,75.7,Yes,Yes,Yes,DSL,Yes,No,Yes,Electronic check,No
5,96.1,No,Yes,Yes,Fiber optic,No,Yes,No,Electronic check,Yes
15,69.0,No,No,No,Fiber optic,No,No,No,Bank transfer (automatic),Yes
11,19.65,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
48,45.3,Yes,No,No,DSL,Yes,Yes,No,Bank transfer (automatic),Yes
20,81.45,No,No,No,Fiber optic,No,Yes,No,Electronic check,No
72,108.5,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Bank transfer (automatic),No
8,83.55,No,Yes,No,Fiber optic,No,No,Yes,Electronic check,Yes
72,84.5,No,No,No,Fiber optic,No,Yes,No,Credit card (automatic),No
15,100.15,No,Yes,No,Fiber optic,No,Yes,Yes,Electronic check,No
72,88.6,Yes,Yes,Yes,DSL,No,Yes,Yes,Bank transfer (automatic),No
0,52.55,Yes,Yes,Yes,DSL,Yes,No,No,Bank transfer (automatic),No
1,74.35,No,No,No,Fiber optic,No,No,No,Electronic check,Yes
63,104.8,Yes,Yes,No,Fiber optic,No,Yes,Yes,Bank transfer (automatic),No
2,59.0,No,Yes,No,DSL,No,No,Yes,Electronic check,No
2,74.4,No,No,No,Fiber optic,Yes,No,No,Electronic check,Yes
61,64.05,No,No,No,DSL,No,Yes,Yes,Bank transfer (automatic),No
1,20.4,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
22,43.75,Yes,No,No,DSL,No,Yes,Yes,Bank transfer (automatic),Yes
28,60.9,No,No,Yes,DSL,Yes,No,Yes,Mailed check,No
70,19.8,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
5,28.45,No,No,No,DSL,No,No,Yes,Electronic check,Yes
12,99.7,Yes,No,No,Fiber optic,Yes,Yes,Yes,Bank transfer (automatic),Yes
34,116.25,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Credit card (automatic),No
71,80.7,No,No,No,Fiber optic,Yes,No,No,Credit card (automatic),No
70,65.2,No,No,No,DSL,Yes,Yes,No,Bank transfer (automatic),No
52,84.05,Yes,No,Yes,Fiber optic,Yes,No,No,Bank transfer (automatic),No
69,79.45,Yes,Yes,Yes,DSL,Yes,No,Yes,Credit card (automatic),No
20,94.1,Yes,No,No,Fiber optic,No,Yes,Yes,Electronic check,Yes
11,78.0,Yes,No,No,Fiber optic,No,No,No,Mailed check,No
2,94.2,No,Yes,Yes,Fiber optic,No,Yes,No,Electronic check,Yes
6,80.5,No,No,Yes,Fiber optic,No,No,No,Electronic check,Yes
1,19.85,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
20,94.3,Yes,No,Yes,Fiber optic,Yes,Yes,No,Credit card (automatic),No
61,106.45,Yes,Yes,No,Fiber optic,Yes,Yes,No,Electronic check,No
5,74.35,No,No,No,Fiber optic,No,No,No,Electronic check,Yes
56,105.45,No,Yes,Yes,Fiber optic,No,Yes,Yes,Bank transfer (automatic),No
30,95.0,Yes,No,Yes,Fiber optic,Yes,No,Yes,Credit card (automatic),No
40,104.8,Yes,Yes,Yes,Fiber optic,No,Yes,No,Bank transfer (automatic),Yes
28,54.3,No,No,Yes,DSL,Yes,No,No,Mailed check,No
5,70.05,No,No,No,Fiber optic,No,No,No,Electronic check,No
27,75.2,No,No,No,Fiber optic,Yes,No,No,Bank transfer (automatic),Yes
12,20.05,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
67,105.4,Yes,Yes,No,Fiber optic,No,Yes,Yes,Electronic check,No
29,51.6,No,No,No,DSL,No,No,No,Electronic check,No
55,85.5,No,No,No,Fiber optic,No,Yes,No,Bank transfer (automatic),No
23,75.6,No,No,No,Fiber optic,No,No,No,Bank transfer (automatic),Yes
34,100.05,Yes,Yes,No,Fiber optic,No,Yes,No,Electronic check,Yes
52,91.25,Yes,Yes,No,Fiber optic,Yes,No,No,Electronic check,No
72,115.75,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Credit card (automatic),No
58,94.7,No,Yes,Yes,Fiber optic,No,No,Yes,Credit card (automatic),No
35,19.6,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
56,99.9,Yes,Yes,Yes,Fiber optic,No,No,Yes,Bank transfer (automatic),No
24,21.1,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
70,20.05,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
2,79.95,No,Yes,No,Fiber optic,No,No,No,Electronic check,No
68,107.15,Yes,Yes,Yes,Fiber optic,No,Yes,No,Credit card (automatic),No
1,85.0,No,No,No,Fiber optic,No,Yes,No,Electronic check,Yes
12,89.55,Yes,Yes,No,Fiber optic,No,No,No,Electronic check,No
63,81.55,No,No,No,Fiber optic,No,No,Yes,Bank transfer (automatic),No
33,58.45,Yes,No,No,DSL,Yes,No,Yes,Mailed check,No
69,95.65,No,Yes,No,Fiber optic,No,Yes,Yes,Credit card (automatic),No
60,80.6,Yes,Yes,Yes,DSL,No,Yes,Yes,Bank transfer (automatic),No
72,113.1,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Bank transfer (automatic),No
11,58.95,No,No,No,DSL,No,Yes,No,Mailed check,No
1,19.55,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
10,86.05,No,Yes,No,Fiber optic,No,No,No,Bank transfer (automatic),Yes
13,45.55,No,Yes,Yes,DSL,Yes,No,No,Credit card (automatic),Yes
34,78.95,No,No,No,Fiber optic,No,Yes,No,Bank transfer (automatic),No
39,86.3,No,Yes,No,Fiber optic,No,No,Yes,Mailed check,Yes
65,105.05,No,Yes,Yes,Fiber optic,No,Yes,Yes,Bank transfer (automatic),No
50,101.9,Yes,Yes,No,Fiber optic,Yes,No,Yes,Bank transfer (automatic),No
15,19.75,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
72,110.3,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Bank transfer (automatic),No
72,115.6,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Bank transfer (automatic),No
55,19.35,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
23,25.6,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
32,80.35,No,No,No,Fiber optic,No,No,Yes,Bank transfer (automatic),Yes
56,68.75,Yes,No,No,DSL,Yes,Yes,No,Bank transfer (automatic),No
1,19.9,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
38,70.6,No,Yes,Yes,DSL,Yes,No,Yes,Mailed check,No
11,70.2,No,No,No,Fiber optic,No,No,No,Electronic check,No
1,49.3,No,No,Yes,DSL,No,No,No,Electronic check,No
56,107.25,No,Yes,Yes,Fiber optic,No,Yes,Yes,Electronic check,No
3,23.6,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
7,69.7,No,Yes,No,DSL,Yes,Yes,No,Credit card (automatic),No
59,99.5,Yes,Yes,No,Fiber optic,No,Yes,No,Credit card (automatic),No
7,64.3,Yes,Yes,Yes,DSL,No,No,No,Bank transfer (automatic),No
71,70.85,Yes,No,Yes,DSL,Yes,Yes,No,Credit card (automatic),No
15,101.9,No,Yes,Yes,Fiber optic,Yes,Yes,No,Electronic check,No
71,73.5,No,Yes,Yes,DSL,Yes,No,Yes,Credit card (automatic),No
35,100.25,Yes,Yes,No,Fiber optic,No,Yes,No,Electronic check,Yes
11,40.4,Yes,No,Yes,DSL,No,No,Yes,Credit card (automatic),No
60,19.25,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
47,59.6,No,No,Yes,DSL,No,No,Yes,Bank transfer (automatic),No
